red_wins,black_wins,epsilon,game_length,loss,mae,avg,med,std
1,0,0.999696,0.4523809523809524,0.011667823608899397,0.026496209533434012,0.3370238016359508,0.1768445372581482,0.33995282421776774
1,1,0.999392,0.6904761904761905,0.018284583722220304,0.033415202582546044,0.030120955780148506,0.20817457139492035,0.603039460737056
1,2,0.999088,0.6190476190476191,0.024830907205796393,0.035821252706227824,0.3200818074401468,0.278764009475708,0.45936945864800316
2,2,0.998784,0.47619047619047616,0.010933561428487337,0.024627693012007512,0.26318355463445187,0.2662856876850128,0.5546006592382576
3,2,0.99848,0.40476190476190477,0.01411524842791323,0.02813274414438638,0.2236515530385077,0.33515529334545135,0.5804584871594773
4,2,0.998176,0.2857142857142857,0.019258889317712136,0.028428008360606327,0.18241157988086343,0.28181740641593933,0.5461764117534307
5,2,0.997872,0.40476190476190477,0.013520510557327725,0.027248451027844567,0.38411850668489933,0.3375592529773712,0.45010237158265315
5,3,0.997568,0.21428571428571427,0.020874206521924066,0.032027537287831365,0.33850698731839657,0.39533789455890656,0.5669772625893073
6,3,0.997264,0.6428571428571429,0.0282771391470078,0.039805709160646074,0.10315466159954667,0.2528015598654747,0.53566358130705
6,4,0.99696,0.5,0.009416839885830537,0.022301379463272042,0.19825509609654546,0.2862774282693863,0.4282367562861313
7,4,0.996656,0.4523809523809524,0.01904197822580045,0.033606959688768256,0.24176167597761378,0.33691319823265076,0.47343689620234
7,5,0.996352,0.6904761904761905,0.017769640063534098,0.03618148892201134,0.15509089548140764,0.3425248712301254,0.6454091519651928
7,6,0.996048,0.5238095238095238,0.007911035922802512,0.025139292527455837,0.4666023920290172,0.4161106050014496,0.20869630311997267
7,7,0.995744,0.6904761904761905,0.02634082945451155,0.042328087249188684,0.3300166209228337,0.4937658905982971,0.6054355630774293
8,7,0.99544,0.5,0.010063483567364528,0.029300443107786123,0.4654829720966518,0.5797214806079865,0.5502991463895465
8,8,0.995136,0.21428571428571427,0.025351601270813262,0.04591601956053637,0.6512860395014286,0.7575003504753113,0.48297976818183763
9,8,0.994832,0.4523809523809524,0.03713893915697497,0.0463473203490139,0.7280675880610943,0.981278270483017,0.5685187346497124
9,9,0.994528,0.7380952380952381,0.04289600126048754,0.05250437592621893,0.6955624353140593,0.8017075955867767,0.46650869481725593
10,9,0.994224,0.5476190476190477,0.01725472028005015,0.03731935079849791,0.835177831351757,0.9731822907924652,0.3559851713046822
11,9,0.99392,0.7142857142857143,0.0634970725206827,0.05227826595728402,0.7153433300554752,1.0,0.6510434362387529
12,9,0.993616,0.40476190476190477,0.018946320587701848,0.03508419920945016,0.5229694279842079,0.7588145136833191,0.6145461686513779
13,9,0.993312,0.7142857142857143,0.01750144703842693,0.03585081229539355,0.8825057074427605,0.9415833353996277,0.1557848195541501
13,10,0.993008,0.19047619047619047,0.04971817815177104,0.051858444699973916,0.760096212849021,1.0,0.5838938471841206
13,11,0.992704,0.40476190476190477,0.02373769136633541,0.035828033596772,0.8462558444589376,1.0,0.47913346696472
13,12,0.9924,0.47619047619047616,0.014151408750251449,0.03021915788121987,0.8728772737085819,1.0,0.4836632571989251
13,13,0.992096,0.5952380952380952,0.019885295086623955,0.03303190677979728,0.8634809805080295,1.0,0.36629861692651183
14,13,0.991792,0.35714285714285715,0.044275339113482914,0.04121576593024656,0.7809370253235102,0.9982118904590607,0.5761164347811796
14,14,0.991488,0.6428571428571429,0.03047756878908814,0.04078639547515195,0.6050501335412264,0.8234661221504211,0.6146590249361048
15,14,0.991184,0.5952380952380952,0.018199388654863924,0.0309134633425856,0.689429946243763,0.8522463738918304,0.5562483955376815
15,15,0.99088,0.30952380952380953,0.0129251528092027,0.020429085081559606,0.8069663159549236,0.8852376937866211,0.3575700596137663
16,15,0.990576,0.6428571428571429,0.018236042609462544,0.03127982015394082,0.7848252952098846,0.9426975548267365,0.474230097964425
17,15,0.990272,0.47619047619047616,0.01732379910470172,0.0320937301748927,0.7117350352928042,0.9855859875679016,0.572144014340619
18,15,0.989968,0.5476190476190477,0.02077979601381985,0.03221421196622032,0.6919295820407569,0.9165031909942627,0.5880584243916187
18,16,0.989664,0.2619047619047619,0.036586124451233215,0.04477152995173128,0.5848258221521974,0.8659757971763611,0.692621537266721
19,16,0.98936,0.35714285714285715,0.014139777412865762,0.030345511583618645,0.6164114244747907,0.8259792327880859,0.5625162205761874
19,17,0.989056,0.35714285714285715,0.007909145548239849,0.021644773612933932,0.7775306422263384,0.8256803154945374,0.3498694252578713
19,18,0.988752,0.23809523809523808,0.007302420836337475,0.016924014677897503,0.7272190321236849,0.8531504571437836,0.46620487133523336
19,19,0.988448,0.35714285714285715,0.01964895035994374,0.030241419048252283,0.8122057397849858,0.8932588398456573,0.3595285235347152
20,19,0.988144,0.35714285714285715,0.05504695886755684,0.04790576621417131,0.5383302997797728,0.8550082743167877,0.7437048064193739
21,19,0.98784,0.5714285714285714,0.027877055627589797,0.032412396376457764,0.5278987307101488,0.8706023097038269,0.7396442725531903
21,20,0.987536,0.23809523809523808,0.03147434197721921,0.04207798646621086,0.6783913975814357,0.8285390436649323,0.41938929721590507
21,21,0.987232,0.40476190476190477,0.016535919995729564,0.025924508250227518,0.4976542554795742,0.824089527130127,0.7299516963049926
22,21,0.986928,0.40476190476190477,0.012072428826400028,0.030005421125679277,0.6604616114636883,0.7532402873039246,0.3790101422549863
23,21,0.986624,0.5714285714285714,0.021362611254268415,0.0341352090381406,0.6374872690066695,0.8419442772865295,0.5551912842909575
24,21,0.98632,0.30952380952380953,0.01596794197953244,0.029674325501218846,0.6135558681562543,0.7887038588523865,0.5429736842762788
24,22,0.986016,0.5,0.05560025507605815,0.051256723709229846,0.6373047567903996,0.877368688583374,0.6310359429422956
25,22,0.985712,0.8809523809523809,0.024952788124492642,0.03555936423754247,0.5867316331714392,0.8246178925037384,0.6228347008946502
25,23,0.985408,0.5476190476190477,0.01384359467347629,0.026039018132905767,0.5751378908753395,0.7202992141246796,0.5290257882365433
