red_wins,black_wins,epsilon,game_length,loss,mae,avg,med,std
0,1,0.999696,0.47619047619047616,0.03140108316053869,0.039718362715575495,0.0853515425696969,0.1984243094921112,0.4326545919316052
0,2,0.999392,0.4523809523809524,0.04194383080802311,0.05437230900497525,0.4052897640503943,0.24808010458946228,0.4993516387067284
0,3,0.999088,0.6190476190476191,0.036211007827120056,0.04250927284738282,0.09691237658262253,0.27208641171455383,0.48860099043164135
1,3,0.998784,0.6666666666666666,0.03610240446118951,0.044091747506172396,0.2731279665604234,0.2810937613248825,0.48430726115270406
2,3,0.99848,0.5476190476190477,0.03234457775639754,0.04068604754866101,0.16700337920337915,0.281418040394783,0.47374945572132465
2,4,0.998176,0.40476190476190477,0.04438614763549964,0.04686274038067495,0.2574123712256551,0.28192606568336487,0.5491043660324677
3,4,0.997872,0.5,0.050439734386145574,0.054748357222706545,0.046428119763731956,0.31290358304977417,0.5664780378315978
3,5,0.997568,0.35714285714285715,0.03313790024185437,0.048608787707053125,0.3073609210550785,0.323067843914032,0.4852948947855586
3,6,0.997264,0.47619047619047616,0.01868441661099496,0.033418972976505756,0.3943095812574029,0.38563789427280426,0.3092678299771796
4,6,0.99696,0.6190476190476191,0.03478921374110655,0.04060677291272441,0.22528083994984627,0.34193068742752075,0.48901470271434744
5,6,0.996656,0.2619047619047619,0.019097515723430547,0.027799754701845814,0.2840693276375532,0.34956254065036774,0.3504101234539975
6,6,0.996352,0.2857142857142857,0.009984707876242283,0.019340701361215906,0.3311029803007841,0.35324035584926605,0.2642132524796743
6,7,0.996048,0.47619047619047616,0.02575244747748684,0.029627406842337223,0.21570250112563372,0.3373900502920151,0.39105897456930555
6,8,0.995744,0.6904761904761905,0.03713336589726168,0.040661702150828205,0.14922693371772766,0.3375111371278763,0.507725983975436
6,9,0.99544,0.5714285714285714,0.03381830195005431,0.033518613790079144,0.1483020093291998,0.274157777428627,0.4521271328099206
7,9,0.995136,0.42857142857142855,0.028815420837805,0.030972534054010126,0.12176560517400503,0.24995167553424835,0.4433280990403077
7,10,0.994832,0.5238095238095238,0.010457934443365957,0.022752791352104396,0.3747478201985359,0.31842799484729767,0.20182286431128582
7,11,0.994528,0.5476190476190477,0.015150392901546184,0.02915401925565675,0.36794134229421616,0.3341260701417923,0.310906839139426
7,12,0.994224,0.42857142857142855,0.0315300789126578,0.039369289649130224,0.27998158521950245,0.3614935725927353,0.4395235801075265
8,12,0.99392,0.7142857142857143,0.031082219021669744,0.035901965755329,0.19200924318283796,0.338691771030426,0.46493302145828513
8,13,0.993616,0.2857142857142857,0.009752891625140592,0.020305303103668848,0.3293185494840145,0.3450099974870682,0.2643929780450566
9,13,0.993312,0.7142857142857143,0.027387240845200722,0.03229127454687841,0.26992619037628174,0.3804429918527603,0.42241858400804355
9,14,0.993008,0.7619047619047619,0.029666052660914488,0.03225011628455832,0.2504605846479535,0.3310598284006119,0.43315741051854634
10,14,0.992704,0.9523809523809523,0.02568549734633052,0.027262216790404636,0.21499981358647346,0.3145991414785385,0.408512166646087
11,14,0.9924,0.35714285714285715,0.03377911158531788,0.03647481957159471,0.1984453648328781,0.3214419037103653,0.48158785649759944
11,15,0.992096,0.5,0.012865681447067345,0.024238494683231693,0.32362326700240374,0.322640523314476,0.2886920317592936
11,16,0.991792,0.2857142857142857,0.015086087751460475,0.025688784985504753,0.3685918264091015,0.3507760167121887,0.31055640852647337
11,17,0.991488,0.7380952380952381,0.03531162550325462,0.03612959304882679,0.23961702268570662,0.3982841521501541,0.4804428418223631
12,17,0.991184,0.35714285714285715,0.028482122322174064,0.030806213628238766,0.2514100568369031,0.33302241563796997,0.43330503025440464
13,17,0.99088,0.6190476190476191,0.049322484704134695,0.057995354261947796,0.2829301916062832,0.39475107192993164,0.6006552510576852
13,18,0.990576,0.5238095238095238,0.019776530003582593,0.03662783818435855,0.46110005024820566,0.4301346689462662,0.3220333581331165
14,18,0.990272,0.38095238095238093,0.027608268050244078,0.04049414867768064,0.3434524778276682,0.46460871398448944,0.442022438726762
14,19,0.989968,0.6190476190476191,0.01652978089418866,0.02914979585330002,0.4536412553861737,0.4661136418581009,0.2912570128113205
14,20,0.989664,0.30952380952380953,0.0330702063709456,0.0387708071657471,0.37000804021954536,0.44991402328014374,0.46815326936489565
15,20,0.98936,0.6428571428571429,0.02129868612792052,0.029052070385660045,0.4220531741157174,0.48343707621097565,0.3878833738225635
15,21,0.989056,0.40476190476190477,0.023923756670910734,0.03755764559900854,0.4534391136839986,0.49367964267730713,0.4026886909324749
16,21,0.988752,0.6428571428571429,0.03527049897456891,0.04753908992279321,0.46287298761308193,0.5536160171031952,0.49294591914833435
16,22,0.988448,0.2619047619047619,0.017421976914192783,0.036552441015373915,0.572171637788415,0.584869921207428,0.3074408836406628
16,23,0.988144,0.5714285714285714,0.01654499374490115,0.027388752976548858,0.5903311427682638,0.5886393189430237,0.316255188599487
16,24,0.98784,0.16666666666666666,0.05453175172713998,0.04177837393945083,0.3288580570369959,0.564142256975174,0.5719699183497359
17,24,0.987536,0.4523809523809524,0.04183134403527333,0.03792834387422772,0.3438824210315943,0.48988690972328186,0.5222837985890469
17,25,0.987232,0.7380952380952381,0.021729067081537323,0.026187478921201546,0.4195638168603182,0.47922007739543915,0.38748946971609777
17,26,0.986928,0.3333333333333333,0.043685855359740344,0.04248867800561129,0.3632374778389931,0.4856967329978943,0.5422488643473952
18,26,0.986624,0.38095238095238093,0.031797724803372396,0.03397055274194827,0.3735673250630498,0.4979366213083267,0.4503009902543949
19,26,0.98632,0.2619047619047619,0.03965073763600202,0.04064245593144733,0.31196086294949055,0.4763304889202118,0.5041274829825202
19,27,0.986016,0.5,0.0066702635758701945,0.020291963912313804,0.5308569632470608,0.4827280342578888,0.1508940930881423
19,28,0.985712,0.5238095238095238,0.020671197197088986,0.022990662371739745,0.4006703430786729,0.48317575454711914,0.3730414051477804
20,28,0.985408,0.7142857142857143,0.04024470645048783,0.03697706033653958,0.32145976833999157,0.4673101603984833,0.5154280236675804
20,29,0.985104,0.5714285714285714,0.03174216310617339,0.03944301704177633,0.40280220564454794,0.48922622203826904,0.4743693855051755
20,30,0.9848,0.30952380952380953,0.030162972597281623,0.03717872239940334,0.3951445519924164,0.5235055685043335,0.45631560822137546
21,30,0.984496,0.4523809523809524,0.041800523516485555,0.048102953762281686,0.37945127859711647,0.5257293283939362,0.5391395209160668
21,31,0.984192,0.6428571428571429,0.04344071212108247,0.049595016753301024,0.3774726837873459,0.5419042706489563,0.5323299975236115
21,32,0.983888,0.7142857142857143,0.013208839259505112,0.02062611097790068,0.4580107657238841,0.464573934674263,0.29188299417394953
22,32,0.983584,0.6190476190476191,0.03878715305040714,0.03658587953395909,0.2903574174270034,0.4553176909685135,0.49679307006486423
23,32,0.98328,0.5952380952380952,0.014462330528774325,0.024800631906600756,0.471665695309639,0.4701321870088577,0.3065300302831648
24,32,0.982976,0.5238095238095238,0.031576699270317476,0.0350020134501392,0.3780590193346143,0.4853758066892624,0.46030571224035877
24,33,0.982672,0.5238095238095238,0.051259622198358556,0.046980861996416934,0.2072622301056981,0.4498618543148041,0.5876405265112687
25,33,0.982368,0.9047619047619048,0.03335333866203882,0.0339411291788565,0.25761365983635187,0.437093123793602,0.4753334017863027
25,34,0.982064,0.47619047619047616,0.021726030230695415,0.030842973184917355,0.36467768158763647,0.43688032031059265,0.3656984249512843
26,34,0.98176,0.3333333333333333,0.01956948906922662,0.028821192965551745,0.38292807154357433,0.460724413394928,0.36946123294487554
27,34,0.981456,0.35714285714285715,0.01332183357590111,0.026392294326797128,0.451322128996253,0.48299646377563477,0.276041947613621
28,34,0.981152,0.42857142857142855,0.03172668863299105,0.03595540251160401,0.3731058007106185,0.48786745965480804,0.4595939696155052
29,34,0.980848,0.8333333333333334,0.02308810494398017,0.029935455444501713,0.41162154357880354,0.4509499669075012,0.39786101433814564
30,34,0.980544,0.5714285714285714,0.03204604176006853,0.0375890323502972,0.3967406917363405,0.4946848005056381,0.4734558836737163
30,35,0.98024,0.5714285714285714,0.019379532765924523,0.0316403862379957,0.460480909794569,0.5258993208408356,0.3941908288417895
30,36,0.979936,0.35714285714285715,0.019195547318417994,0.030080739114055177,0.5579817406833172,0.5411498844623566,0.3271442036021841
31,36,0.9796320000000001,0.5,0.017158875814402563,0.030185958661604673,0.5478477496653795,0.5567751526832581,0.3067483089423533
31,37,0.979328,0.9285714285714286,0.027908525050293065,0.03258928764262237,0.4506587628275156,0.567723423242569,0.4780302081624171
32,37,0.979024,0.7857142857142857,0.023184525352007768,0.026137469860259444,0.5067415442317724,0.59413743019104,0.39539952105492787
33,37,0.97872,0.6190476190476191,0.016046163830651494,0.030400113981158938,0.6087143551558256,0.594974011182785,0.3239514204864919
33,38,0.978416,0.5714285714285714,0.016269314737655804,0.032008242298616096,0.6055045332759619,0.6516008675098419,0.29517752233250577
33,39,0.978112,0.2619047619047619,0.026077816490669647,0.036190949933370575,0.5785971563309431,0.6614569127559662,0.4157224209779102
33,40,0.977808,0.6190476190476191,0.03824770012215595,0.042582213776768185,0.5503226108849049,0.6617332696914673,0.510677854071093
33,41,0.977504,0.4523809523809524,0.051262860123642895,0.04911373542563524,0.4956599064171314,0.6880957186222076,0.5703235572001761
34,41,0.9772,0.7380952380952381,0.00260154156057979,0.015943770966259763,0.6908974647521973,0.6909442842006683,0.00011972795656140796
34,42,0.976896,0.21428571428571427,0.04417704970910563,0.042261388909537345,0.4893038757145405,0.6910277903079987,0.5654534289577047
34,43,0.976592,0.6666666666666666,0.046256029412688804,0.04671832197345793,0.5160536095499992,0.6951306164264679,0.5795910413251013
